Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 7,0.414648212,CCOc1ccnc2c1c(=O)n(CC#C)c(=O)n2C,C13H13N3O3,259.26,19,10,0.31,3,4,0,71.86,66.12,2.49,0.53,0.21,1.43,1.42,1.21,-1.97,2.76,0.0106,Very soluble,-1.49,8.4,0.0324,Very soluble,-2.53,0.763,0.00294,Soluble,High,No,No,No,No,No,No,No,-7.51,0,0,0,0,0,0.55,0,1,0,2.55
Molecule 9,0.414269275,CCOc1ccnc2c1c(=O)n(CC#N)c(=O)n2C,C12H12N4O3,260.25,19,10,0.33,3,5,0,68.64,89.91,1.93,0.2,0.02,0.36,0.75,0.65,-1.77,4.41,0.0169,Very soluble,-1.65,5.87,0.0226,Very soluble,-2.53,0.761,0.00292,Soluble,High,No,No,No,No,No,No,No,-7.75,0,0,0,0,0,0.55,0,0,0,2.36
Molecule 10,0.417626728,CCCOc1ccnc2c1c(=O)n(c(=O)n2C)CC#C,C14H15N3O3,273.29,20,10,0.36,4,4,0,76.67,66.12,2.82,1.05,0.6,1.69,1.8,1.59,-2.3,1.36,0.00499,Soluble,-2.03,2.55,0.00935,Soluble,-2.93,0.32,0.00117,Soluble,High,No,No,Yes,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,1,0,2.64
Molecule 11,0.417241379,CCCOc1ccnc2c1c(=O)n(c(=O)n2C)CC#N,C13H14N4O3,274.28,20,10,0.38,4,5,0,73.45,89.91,2.19,0.73,0.41,0.63,1.12,1.01,-2.11,2.15,0.00783,Soluble,-2.2,1.74,0.00636,Soluble,-2.94,0.319,0.00116,Soluble,High,No,No,Yes,No,No,No,No,-7.45,0,0,0,0,0,0.55,0,0,0,2.47
Molecule 12,0.274264245,O=Cc1ccc2c(n1)c(ccc2)[N+](=O)[O-],C10H6N2O3,202.17,15,10,0.0,2,4,0,55.95,75.78,0.71,1.81,1.96,0.87,0.38,1.14,-2.6,0.514,0.00254,Soluble,-3.02,0.193,0.000953,Soluble,-3.04,0.187,0.000923,Soluble,High,No,No,Yes,No,No,No,No,-6.25,0,0,0,0,0,0.55,0,3,1,1.72
Molecule 14,0.264540338,COc1ccc2c(c1)nc(c(c2)C=O)OC,C12H11NO3,217.22,16,10,0.17,3,4,0,60.11,48.42,2.12,1.93,2.06,0.92,2.59,1.93,-2.67,0.467,0.00215,Soluble,-2.57,0.584,0.00269,Soluble,-3.91,0.0266,0.000122,Soluble,High,Yes,No,Yes,No,No,No,No,-6.25,0,0,0,0,0,0.55,0,1,1,1.71
Molecule 19,0.38154027,Sc1nc(=O)n(c2c1nc(cn2)c1ccc(cc1)F)C,C13H9FN4OS,288.3,20,16,0.08,1,5,0,75.5,99.47,2.24,1.75,2.24,1.35,2.61,2.04,-3.26,0.16,0.000555,Soluble,-3.46,0.101,0.00035,Soluble,-4.95,0.00321,1.11e-05,Moderately soluble,High,No,No,Yes,No,No,No,Yes,-6.82,0,0,0,0,0,0.55,0,1,0,2.36
Molecule 20,0.354529094,Oc1ccc2c(c1)O/C(=C/c1cccnc1)/C2=O,C14H9NO3,239.23,18,12,0.0,1,4,1,65.64,59.42,1.77,2.17,2.29,0.67,2.72,1.92,-3.12,0.182,0.000763,Soluble,-3.05,0.213,0.00089,Soluble,-4.18,0.0157,6.55e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-6.22,0,0,0,0,0,0.55,0,1,1,2.71
Molecule 21,0.350268978,Oc1ccc2c(c1)O/C(=C\c1ccco1)/C2=O,C13H8O4,228.2,17,11,0.0,1,4,1,60.11,59.67,2.04,2.34,2.49,0.44,2.67,2.0,-3.14,0.165,0.000721,Soluble,-3.23,0.134,0.000585,Soluble,-3.77,0.0387,0.000169,Soluble,High,Yes,No,Yes,No,No,No,Yes,-6.03,0,0,0,0,0,0.55,1,1,1,2.9
Molecule 22,0.32300062,Cc1cc(=O)oc2c1cc(CCC(=O)OCC)c(c2)O,C15H16O5,276.28,20,10,0.33,5,5,1,74.95,76.74,2.66,1.92,2.3,1.76,3.44,2.41,-2.8,0.435,0.00158,Soluble,-3.16,0.193,0.0007,Soluble,-4.71,0.00535,1.94e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.62,0,0,0,0,0,0.55,0,1,0,2.82
Molecule 25,0.337423313,COC(=O)CCc1cc2c(C)cc(=O)oc2cc1OC,C15H16O5,276.28,20,10,0.33,5,5,0,74.61,65.74,2.81,1.88,2.22,1.76,3.58,2.45,-2.78,0.461,0.00167,Soluble,-2.88,0.362,0.00131,Soluble,-5.01,0.00269,9.75e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.65,0,0,0,0,0,0.55,0,1,0,2.78
Molecule 27,0.384570082,O=C1/C(=C/c2cccnc2)/Oc2c1ccc(c2C)O,C15H11NO3,253.25,19,12,0.07,1,4,1,70.6,59.42,2.16,2.54,2.6,0.92,3.21,2.29,-3.41,0.0981,0.000387,Soluble,-3.43,0.0931,0.000367,Soluble,-4.57,0.00683,2.7e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-6.04,0,0,0,0,0,0.55,0,1,0,2.86
Molecule 28,0.217092951,N#CCS(=O)(=O)c1ccc2c(c1)OCCO2,C10H9NO4S,239.25,16,6,0.3,2,5,0,54.96,84.77,1.42,0.66,1.84,-0.03,1.23,1.02,-1.88,3.12,0.013,Very soluble,-2.02,2.3,0.00963,Soluble,-2.85,0.336,0.00141,Soluble,High,No,No,Yes,No,No,No,No,-7.29,0,0,0,0,0,0.55,0,0,1,2.87
Molecule 29,0.13750807,CCc1ccc(cc1)S(=O)(=O)CC#N,C10H11NO2S,209.26,14,6,0.3,3,3,0,53.87,66.31,1.41,1.77,2.63,1.5,1.8,1.82,-2.37,0.889,0.00425,Soluble,-2.78,0.347,0.00166,Soluble,-3.61,0.0511,0.000244,Soluble,High,Yes,No,Yes,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,0,1,2.02
Molecule 32,0.238361266,Oc1ccc(cc1)c1nnc([nH]c1=O)S,C9H7N3O2S,221.24,15,12,0.0,1,4,2,57.36,117.67,0.98,1.21,0.83,0.54,1.86,1.08,-2.5,0.7,0.00316,Soluble,-3.28,0.117,0.000527,Soluble,-3.25,0.125,0.000565,Soluble,High,No,No,No,No,No,No,No,-6.79,0,0,0,0,0,0.55,0,1,1,2.19
Molecule 34,0.478723404,N#Cc1c(N)nc2c(c1c1ccco1)CN(CC2)C,C14H14N4O,254.29,19,11,0.29,1,4,1,75.3,79.08,2.27,1.41,1.26,0.09,1.98,1.4,-2.67,0.547,0.00215,Soluble,-2.68,0.537,0.00211,Soluble,-4.04,0.0231,9.1e-05,Moderately soluble,High,No,Yes,Yes,No,No,No,Yes,-6.85,0,0,0,0,0,0.55,0,0,0,2.89
Molecule 35,0.14912847,COC(=O)Cc1nc2c([nH]1)cccc2.Cl,C10H11ClN2O2,226.66,15,9,0.2,3,3,1,58.92,54.98,0.0,2.11,2.08,1.23,2.17,1.52,-2.82,0.343,0.00151,Soluble,-2.9,0.288,0.00127,Soluble,-3.39,0.0915,0.000404,Soluble,High,Yes,No,No,No,No,No,No,-6.18,0,0,0,0,0,0.55,0,0,1,1.76
Molecule 36,0.335995086,O=Cc1c([nH]c2c1cc(Cl)cc2)C(=O)O,C10H6ClNO3,223.61,15,9,0.0,2,3,2,55.66,70.16,1.17,2.0,2.33,1.01,2.67,1.84,-2.8,0.356,0.00159,Soluble,-3.1,0.178,0.000794,Soluble,-3.23,0.132,0.00059,Soluble,High,Yes,No,No,No,No,No,No,-6.24,0,0,0,0,0,0.85,0,1,1,1.57
Molecule 37,0.246851385,N#CCC(=O)c1c[nH]c2c1cccc2,C11H8N2O,184.19,14,9,0.09,2,2,1,53.05,56.65,1.01,1.62,2.26,0.51,2.68,1.62,-2.35,0.83,0.0045,Soluble,-2.42,0.697,0.00379,Soluble,-3.72,0.0349,0.000189,Soluble,High,Yes,No,Yes,No,No,No,No,-6.27,0,0,0,0,1,0.55,0,0,1,1.51
Molecule 39,0.210991788,N#CCc1nc2ccccc2c(=O)[nH]1,C10H7N3O,185.18,14,10,0.1,1,3,1,51.89,69.54,1.03,1.06,0.99,0.82,2.35,1.25,-2.12,1.41,0.00761,Soluble,-2.11,1.43,0.00774,Soluble,-3.73,0.0347,0.000187,Soluble,High,No,No,Yes,No,No,No,No,-6.68,0,0,0,0,1,0.55,0,0,1,1.82
Molecule 42,0.208706786,OC(=O)C(=O)Nc1cccc(c1)c1nnn[nH]1,C9H7N5O3,233.18,17,11,0.0,4,6,3,55.7,120.86,0.14,0.35,-0.3,0.13,-0.01,0.06,-1.72,4.43,0.019,Very soluble,-2.45,0.823,0.00353,Soluble,-2.39,0.952,0.00408,Soluble,High,No,No,No,No,No,No,No,-7.47,0,0,0,0,0,0.56,0,1,1,1.8
Molecule 46,0.26070529,O=Cc1coc2c(c1=O)cc(cc2)Cl,C10H5ClO3,208.6,14,10,0.0,1,3,0,52.88,47.28,1.87,1.84,2.26,0.74,3.21,1.98,-2.76,0.367,0.00176,Soluble,-2.45,0.734,0.00352,Soluble,-4.18,0.0137,6.58e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.27,0,1,0,0,0,0.55,0,1,1,2.34
Molecule 48,0.187303583,N#Cc1ccc(cc1)Cn1nc(cc1C)C,C13H13N3,211.26,16,11,0.23,2,2,0,62.62,41.61,2.33,2.35,2.42,1.65,2.77,2.3,-3.01,0.208,0.000984,Soluble,-2.86,0.289,0.00137,Soluble,-4.2,0.0134,6.32e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.92,0,0,0,0,0,0.55,0,0,1,2.04
Molecule 54,0.355386417,CCc1nc(S)c2c(n1)n(C)c(=O)n(c2=O)C,C10H12N4O2S,252.29,17,10,0.4,1,4,0,67.61,108.58,2.31,0.74,-0.12,0.66,1.08,0.93,-2.24,1.45,0.00576,Soluble,-2.6,0.635,0.00252,Soluble,-2.43,0.94,0.00372,Soluble,High,No,No,Yes,No,No,No,No,-7.31,0,0,0,0,0,0.55,0,1,0,2.18
Molecule 55,0.376231884,Sc1nc(nc2c1c(=O)n(c(=O)n2C)C)C1CC1,C11H12N4O2S,264.3,18,10,0.45,1,4,0,70.3,108.58,2.34,0.48,0.13,0.95,1.2,1.02,-2.13,1.98,0.00748,Soluble,-2.33,1.24,0.00468,Soluble,-2.23,1.54,0.00583,Soluble,High,No,No,Yes,No,No,No,No,-7.57,0,0,0,0,0,0.55,0,1,0,2.29
Molecule 57,0.291390728,O=Cc1c(C)nn(c1C)c1ccccc1C,C13H14N2O,214.26,16,11,0.23,2,2,0,63.85,34.89,2.28,2.52,2.61,1.92,3.08,2.48,-3.13,0.158,0.000737,Soluble,-2.9,0.27,0.00126,Soluble,-4.04,0.0194,9.04e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.82,0,0,0,0,0,0.55,0,1,1,2.06
Molecule 59,0.26908867,O=Cc1cn(c2c1cccc2)CC(=O)O,C11H9NO3,203.19,15,9,0.09,3,3,1,55.17,59.3,1.05,1.16,1.54,0.47,1.33,1.11,-2.08,1.7,0.00838,Soluble,-2.0,2.03,0.00999,Soluble,-2.19,1.31,0.00644,Soluble,High,Yes,No,No,No,No,No,No,-6.72,0,0,0,0,0,0.85,0,1,1,1.58
Molecule 60,0.302567237,CCc1cc(=O)[nH]c2n1c(S)nn2,C7H8N4OS,196.23,13,9,0.29,1,3,1,50.63,101.85,1.37,0.2,0.27,1.04,1.12,0.8,-1.63,4.61,0.0235,Very soluble,-1.9,2.48,0.0127,Very soluble,-2.15,1.37,0.007,Soluble,High,No,No,Yes,No,No,No,No,-7.36,0,0,0,0,1,0.55,0,1,1,1.96
Molecule 61,0.317354369,CCCc1cc(=O)[nH]c2n1c(S)nn2,C8H10N4OS,210.26,14,9,0.38,2,3,1,55.44,101.85,1.58,0.56,0.66,1.38,1.42,1.12,-1.84,3.04,0.0145,Very soluble,-2.27,1.13,0.00536,Soluble,-2.56,0.576,0.00274,Soluble,High,No,No,Yes,No,No,No,No,-7.18,0,0,0,0,0,0.55,0,1,1,2.12
Molecule 62,0.362371446,O=c1cc(c2ccccc2)n2c([nH]1)nnc2S,C11H8N4OS,244.27,17,15,0.0,1,3,1,66.3,101.85,1.62,1.03,1.37,1.65,1.79,1.49,-2.59,0.627,0.00257,Soluble,-2.76,0.426,0.00174,Soluble,-3.88,0.0321,0.000131,Soluble,High,No,No,Yes,No,No,No,No,-7.06,0,0,0,0,0,0.55,0,1,1,2.05
Molecule 63,0.192748092,Sc1[nH]c(=O)c2c(n1)[nH]nc2,C5H4N4OS,168.18,11,9,0.0,0,3,2,41.76,113.23,0.02,-0.1,-0.07,-0.5,1.59,0.19,-1.43,6.32,0.0376,Very soluble,-1.83,2.51,0.015,Very soluble,-2.18,1.12,0.00665,Soluble,High,No,No,No,No,No,No,No,-7.4,0,1,0,0,1,0.55,0,1,1,1.83
Molecule 65,0.335909631,Sc1[nH]c(=O)c2c(n1)n(nc2)c1ccccc1,C11H8N4OS,244.27,17,15,0.0,1,3,1,66.74,102.37,1.79,1.58,1.4,1.51,1.83,1.62,-2.94,0.283,0.00116,Soluble,-3.34,0.112,0.000457,Soluble,-3.88,0.0321,0.000131,Soluble,High,No,No,Yes,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,1,1,2.1
Molecule 66,0.356389215,Clc1cccc(c1)n1ncc2c1nc(S)[nH]c2=O,C11H7ClN4OS,278.72,18,15,0.0,1,3,1,71.75,102.37,2.04,2.21,2.05,2.06,2.46,2.16,-3.51,0.0859,0.000308,Soluble,-3.99,0.0282,0.000101,Soluble,-4.49,0.00902,3.24e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.43,0,0,0,0,0,0.55,0,1,0,2.21
Molecule 67,0.348314607,Fc1ccc(cc1)n1ncc2c1nc(S)[nH]c2=O,C11H7FN4OS,262.26,18,15,0.0,1,4,1,66.7,102.37,1.67,1.68,1.96,2.33,2.24,1.97,-3.08,0.221,0.000841,Soluble,-3.44,0.0943,0.000359,Soluble,-4.16,0.0182,6.95e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.71,0,0,0,0,0,0.55,0,1,0,2.11
Molecule 68,0.347492625,Cc1ccc(cc1)n1ncc2c1nc(S)[nH]c2=O,C12H10N4OS,258.3,18,15,0.08,1,3,1,71.7,102.37,1.99,1.94,1.71,2.2,2.3,2.03,-3.21,0.158,0.00061,Soluble,-3.71,0.0499,0.000193,Soluble,-4.27,0.014,5.41e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.5,0,0,0,0,0,0.55,0,1,0,2.13
Molecule 69,0.352313167,Clc1ccc(cc1)n1ncc2c1nc(S)[nH]c2=O,C11H7ClN4OS,278.72,18,15,0.0,1,3,1,71.75,102.37,2.04,2.21,2.05,2.06,2.46,2.16,-3.51,0.0859,0.000308,Soluble,-3.99,0.0282,0.000101,Soluble,-4.49,0.00902,3.24e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.43,0,0,0,0,0,0.55,0,1,0,2.15
Molecule 70,0.403448276,Cc1cccc(c1C)n1ncc2c1nc(S)[nH]c2=O,C13H12N4OS,272.33,19,15,0.15,1,3,1,76.67,102.37,2.16,2.31,2.01,2.47,2.77,2.35,-3.5,0.0857,0.000315,Soluble,-4.1,0.0217,7.98e-05,Moderately soluble,-4.65,0.0061,2.24e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,1,0,2.24
Molecule 71,0.378362573,Cc1ccc(cc1C)n1ncc2c1nc(S)[nH]c2=O,C13H12N4OS,272.33,19,15,0.15,1,3,1,76.67,102.37,2.19,2.31,2.01,2.47,2.77,2.35,-3.5,0.0857,0.000315,Soluble,-4.1,0.0217,7.98e-05,Moderately soluble,-4.65,0.0061,2.24e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,1,0,2.24
Molecule 72,0.32853717,Fc1ccc(cc1)n1ncc2c1ncnc2S,C11H7FN4S,246.26,17,15,0.0,1,4,0,63.87,82.4,2.38,2.43,2.66,2.42,2.11,2.4,-3.48,0.0807,0.000328,Soluble,-3.8,0.0387,0.000157,Soluble,-4.25,0.0137,5.57e-05,Moderately soluble,High,No,No,Yes,Yes,No,No,No,-6.08,0,0,0,0,0,0.55,0,1,1,1.95
Molecule 76,0.457900807,CCOC(=O)C(=O)Nc1c2CSCc2nn1C(C)(C)C,C13H19N3O3S,297.37,20,5,0.62,6,4,1,78.41,98.52,2.9,1.34,1.39,1.21,1.61,1.69,-2.32,1.43,0.00482,Soluble,-3.01,0.29,0.000976,Soluble,-2.75,0.524,0.00176,Soluble,High,No,Yes,No,No,No,No,No,-7.16,0,0,0,0,0,0.55,0,1,0,3.31
Molecule 80,0.240926158,OCc1cnc(n1Cc1ccc(cc1)Cl)S,C11H11ClN2OS,254.74,16,11,0.18,3,2,1,66.37,76.85,2.03,1.87,2.21,1.59,2.57,2.05,-2.91,0.315,0.00124,Soluble,-3.11,0.2,0.000784,Soluble,-3.89,0.0326,0.000128,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.53,0,0,0,0,0,0.55,0,1,0,1.88
Molecule 83,0.245330012,COc1ccc(cc1)Cn1c(S)ncc1CO,C12H14N2O2S,250.32,17,11,0.25,4,3,1,67.85,86.08,1.1,1.21,1.57,0.74,1.95,1.31,-2.37,1.07,0.00427,Soluble,-2.61,0.608,0.00243,Soluble,-3.4,0.0985,0.000394,Soluble,High,No,No,No,No,No,No,No,-6.97,0,0,0,0,0,0.55,0,1,0,1.9
Molecule 85,0.284562926,OCc1cnc(n1CC(=O)NCc1ccccc1)S,C13H15N3O2S,277.34,19,11,0.23,6,3,2,73.97,105.95,0.92,0.59,0.68,0.24,1.41,0.77,-1.96,3.02,0.0109,Very soluble,-2.39,1.13,0.00409,Soluble,-3.68,0.0585,0.000211,Soluble,High,No,No,No,No,No,No,No,-7.57,0,0,0,0,0,0.55,0,1,0,2.13
Molecule 86,0.28960396,OCc1cnc(n1CC(=O)NCc1ccc(cc1)C)S,C14H17N3O2S,291.37,20,11,0.29,6,3,2,78.94,105.95,2.2,0.95,0.99,0.5,1.92,1.31,-2.26,1.62,0.00555,Soluble,-2.76,0.504,0.00173,Soluble,-4.06,0.0255,8.75e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.4,0,0,0,0,0,0.55,0,1,0,2.25
Molecule 91,0.145203679,OB(c1ccc(cc1)OCCN1CCCCC1)O,C13H20BNO3,249.11,18,6,0.54,5,4,2,76.3,52.93,0.0,1.68,-0.15,0.55,0.14,0.44,-2.36,1.09,0.00437,Soluble,-2.41,0.978,0.00393,Soluble,-2.57,0.674,0.0027,Soluble,High,No,Yes,No,No,No,No,No,-6.63,0,0,0,0,0,0.55,0,1,1,2.09
Molecule 92,0.133333333,OB(c1ccc(cc1)OCCN1CCOCC1)O,C12H18BNO4,251.09,18,6,0.5,5,5,2,72.58,62.16,0.0,0.46,-1.3,-0.55,-0.47,-0.37,-1.6,6.26,0.0249,Very soluble,-1.33,11.6,0.0464,Very soluble,-2.03,2.35,0.00935,Soluble,High,No,Yes,No,No,No,No,No,-7.51,0,1,0,0,0,0.55,0,1,0,2.26
Molecule 97,0.367577197,CC1Cc2c(S1)c(=O)n(c(n2)S)C,C8H10N2OS2,214.31,13,6,0.5,0,2,0,56.39,98.99,2.1,1.24,1.11,1.33,1.87,1.53,-2.29,1.1,0.00511,Soluble,-2.92,0.26,0.00121,Soluble,-2.06,1.88,0.00875,Soluble,High,No,No,No,No,No,No,No,-6.73,0,0,0,0,0,0.55,0,1,1,3.17
Molecule 98,0.390643275,CCn1c(S)nc2c(c1=O)SC(C2)C,C9H12N2OS2,228.33,14,6,0.56,1,2,0,61.2,98.99,2.35,1.6,1.59,1.25,2.19,1.79,-2.51,0.698,0.00306,Soluble,-3.29,0.117,0.000512,Soluble,-2.46,0.786,0.00344,Soluble,High,No,No,Yes,No,No,No,No,-6.56,0,0,0,0,0,0.55,0,1,1,3.26
Molecule 99,0.27791411,N#CCc1noc(c1)c1ccc2c(c1)OCO2,C12H8N2O3,228.2,17,11,0.17,2,5,0,57.52,68.28,2.15,1.53,2.14,0.64,2.63,1.82,-2.57,0.62,0.00272,Soluble,-2.57,0.61,0.00267,Soluble,-4.01,0.0225,9.84e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,Yes,-6.61,0,0,0,0,0,0.55,0,0,1,2.75
Molecule 101,0.150579151,COC(=O)C(=O)CC(=O)c1ccccc1,C11H10O4,206.19,15,6,0.18,5,4,0,52.54,60.44,1.83,1.51,1.0,0.68,1.86,1.38,-2.04,1.9,0.00921,Soluble,-2.39,0.845,0.0041,Soluble,-2.78,0.341,0.00165,Soluble,High,Yes,No,Yes,No,No,No,No,-6.49,0,0,0,0,0,0.55,0,2,1,1.51
Molecule 102,0.255597015,COC(=O)C(=O)CC(=O)c1ccc2c(c1)OCO2,C12H10O6,250.2,18,6,0.25,5,6,0,58.61,78.9,1.9,1.32,0.73,-0.13,1.88,1.14,-2.14,1.81,0.00725,Soluble,-2.58,0.661,0.00264,Soluble,-2.53,0.732,0.00292,Soluble,High,No,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,2,0,2.25
Molecule 103,0.237797247,COC(=O)C(=O)CC(=O)c1ccc(c(c1)OC)OC,C13H14O6,266.25,19,6,0.31,7,6,0,65.53,78.9,2.0,1.45,1.02,0.12,2.03,1.33,-2.18,1.78,0.00667,Soluble,-2.71,0.516,0.00194,Soluble,-3.03,0.247,0.000927,Soluble,High,No,No,No,No,No,No,No,-6.89,0,0,0,0,0,0.55,0,2,0,2.08
Molecule 110,0.35147929,COC(=O)Cn1c(=O)[nH]c2c(c1=O)nccc2,C10H9N3O4,235.2,17,10,0.2,3,5,1,58.78,94.05,1.35,-0.19,-0.74,-0.48,0.84,0.15,-1.42,9.03,0.0384,Very soluble,-1.33,11.0,0.0469,Very soluble,-2.43,0.868,0.00369,Soluble,High,No,No,No,No,No,No,No,-7.87,0,1,0,0,0,0.55,0,0,1,2.28
Molecule 115,0.264139217,OC(=O)/C=C/c1cn(c2c1cccc2)C,C12H11NO2,201.22,15,9,0.08,2,2,1,59.87,42.23,1.76,1.95,2.17,1.61,1.82,1.86,-2.63,0.474,0.00235,Soluble,-2.46,0.695,0.00346,Soluble,-2.31,0.977,0.00485,Soluble,High,Yes,No,No,No,No,No,No,-6.14,0,0,0,0,0,0.85,0,1,1,2.09
Molecule 116,0.30504451,CCn1cc(ccc1=O)c1nnc(n1C)S,C10H12N4OS,236.29,16,11,0.3,2,3,0,64.3,91.51,2.0,-0.04,0.95,1.28,1.08,1.05,-1.66,5.21,0.0221,Very soluble,-1.43,8.75,0.037,Very soluble,-2.56,0.649,0.00275,Soluble,High,No,No,Yes,No,No,No,No,-7.77,0,0,0,0,0,0.55,0,1,1,2.35
Molecule 117,0.338992974,CCn1cccc(c1=O)c1nnc(n1C)S,C10H12N4OS,236.29,16,11,0.3,2,3,0,64.3,91.51,2.01,0.42,0.95,1.28,1.08,1.15,-1.95,2.67,0.0113,Very soluble,-1.91,2.92,0.0123,Very soluble,-2.56,0.649,0.00275,Soluble,High,No,No,Yes,No,No,No,No,-7.44,0,0,0,0,0,0.55,0,1,1,2.44
Molecule 118,0.30816078,O=Cc1c(N)n(C)c(=O)n(c1=O)C,C7H9N3O3,183.16,13,6,0.29,1,3,1,47.28,87.09,0.72,0.18,-1.51,-1.12,-0.57,-0.46,-1.36,7.91,0.0432,Very soluble,-1.57,4.97,0.0271,Very soluble,-0.18,121.0,0.659,Soluble,High,No,No,No,No,No,No,No,-7.29,0,1,0,0,1,0.55,0,1,1,1.96
Molecule 119,0.221311475,N#CCCn1c2ccccc2c2c1ccc(c2)C=O,C16H12N2O,248.28,19,13,0.12,3,2,0,75.46,45.79,1.7,3.28,3.52,1.91,3.38,2.76,-3.75,0.0437,0.000176,Soluble,-3.92,0.0301,0.000121,Soluble,-4.98,0.00258,1.04e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.49,0,0,0,0,0,0.55,0,1,1,1.62
Molecule 121,0.402318841,COc1ccccc1n1ncc2c1nc(S)[nH]c2=O,C12H10N4O2S,274.3,19,15,0.08,2,4,1,73.23,111.6,1.91,1.55,1.41,1.66,1.82,1.67,-2.97,0.294,0.00107,Soluble,-3.5,0.0861,0.000314,Soluble,-4.0,0.0272,9.93e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.87,0,0,0,0,0,0.55,0,1,0,2.26
Molecule 122,0.259305994,CCOC(=O)C(Oc1cccc2c1cc[nH]c2=O)C,C14H15NO4,261.27,19,10,0.29,5,4,1,71.57,68.39,2.5,1.99,1.86,1.5,2.9,2.15,-2.77,0.441,0.00169,Soluble,-3.05,0.232,0.000886,Soluble,-4.27,0.0141,5.4e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.48,0,0,0,0,0,0.55,0,0,0,2.71
Molecule 128,0.364712848,Sc1nnc(c2c1n(nc2)c1ccccc1)C,C12H10N4S,242.3,17,15,0.08,1,3,0,68.88,82.4,2.3,2.04,2.41,2.03,2.17,2.19,-3.21,0.148,0.00061,Soluble,-3.4,0.0968,0.000399,Soluble,-4.36,0.0105,4.35e-05,Moderately soluble,High,No,No,Yes,Yes,No,No,Yes,-6.33,0,0,0,0,0,0.55,0,1,1,1.94
Molecule 129,0.375,Fc1ccc(cc1)n1ncc2c1c(S)nnc2C,C12H9FN4S,260.29,18,15,0.08,1,4,0,68.84,82.4,2.4,2.14,2.97,2.43,2.57,2.5,-3.35,0.116,0.000444,Soluble,-3.5,0.0819,0.000315,Soluble,-4.64,0.00599,2.3e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.37,0,0,0,0,0,0.55,0,1,0,1.97
Molecule 130,0.424277457,COc1ccccc1n1ncc2c1c(S)nnc2C,C13H12N4OS,272.33,19,15,0.15,2,4,0,75.37,91.63,2.48,2.01,2.42,1.74,2.17,2.16,-3.25,0.154,0.000566,Soluble,-3.56,0.0748,0.000275,Soluble,-4.48,0.00896,3.29e-05,Moderately soluble,High,No,No,Yes,No,No,No,Yes,-6.53,0,0,0,0,0,0.55,0,1,0,2.17
Molecule 131,0.262607626,N#Cc1cnn(c1N)c1cccc(c1)Cl,C10H7ClN4,218.64,15,11,0.0,1,2,1,57.69,67.63,1.88,2.44,1.99,1.46,1.36,1.83,-3.21,0.135,0.000617,Soluble,-3.5,0.0686,0.000314,Soluble,-3.28,0.115,0.000527,Soluble,High,Yes,No,Yes,No,No,No,No,-5.9,0,0,0,0,0,0.55,0,0,1,2.05
